ticker,expiry,type,strike,last,bid,ask,mid,iv,hv,extrinsic,theta
ASML,2025-10-10,call,810.0,223.63,0.0,0.0,223.63,5.397285485372654,0.41142927905308063,31.330012207031245,-13272.16961825074
SAP,2025-10-17,put,300.0,31.3,31.7,34.4,33.05,0.619236592447354,0.286859968108642,6.870007324218747,-329.5237495102934
SAP,2025-10-17,call,230.0,45.71,0.0,0.0,45.71,1.450493491488389,0.286859968108642,1.8899926757812509,-176.1083468006685
SAP,2025-10-17,put,270.0,3.1,0.0,0.0,3.1,0.1370897510109777,0.286859968108642,3.1,-199.1558428644828
SAP,2025-12-19,put,230.0,2.22,0.0,0.0,2.22,0.04080430544389329,0.286859968108642,2.22,-129.51009370146784
SAP,2025-10-17,call,250.0,25.16,0.0,0.0,25.16,0.9243876791850261,0.286859968108642,1.3399926757812501,-103.17821260583943
SAP,2025-10-17,call,260.0,16.21,0.0,0.0,16.21,0.7412911260509396,0.286859968108642,2.389992675781251,-95.94985322264714
SAP,2025-10-17,put,260.0,0.95,0.0,0.0,0.95,0.23908675289576797,0.286859968108642,0.95,-101.75826548669694
SAP,2025-12-19,call,200.0,81.0,100.9,104.5,102.7,2.4392230220118343,0.286859968108642,28.879992675781253,-44.305716724142854
SAP,2025-11-21,put,240.0,2.21,0.0,0.0,2.21,0.13528229523485635,0.286859968108642,2.21,-84.19235079412825
SAP,2025-11-21,put,210.0,3.2,0.0,0.0,3.2,0.469885379155075,0.286859968108642,3.2,-71.37290328649175
SAP,2025-12-19,call,125.0,161.87,0.0,0.0,161.87,3.7598559703388776,0.286859968108642,13.049992675781255,-3.066915116217757
SAP,2026-01-16,put,210.0,2.2,0.0,0.0,2.2,0.08273863964625411,0.286859968108642,2.2,-74.48343916254125
SAP,2025-10-17,call,270.0,7.37,0.0,0.0,7.37,0.513914093263266,0.286859968108642,3.54999267578125,-66.28567994982379
SAP,2025-10-17,call,280.0,2.65,0.0,0.0,2.65,0.4313294949147073,0.286859968108642,2.65,-62.579189297059386
SAP,2025-12-19,call,155.0,122.3,128.4,132.7,130.55,2.8431739873950845,0.286859968108642,11.729992675781261,-14.311686343714655
SAP,2025-12-19,call,130.0,152.0,0.0,0.0,152.0,3.362348629565001,0.286859968108642,8.17999267578125,-0.6658246214099961
SAP,2025-11-21,put,230.0,1.87,0.0,0.0,1.87,0.21924416689174525,0.286859968108642,1.87,-61.23151114866326
SAP,2026-03-20,put,180.0,1.5,0.0,0.0,1.5,0.04954483299736376,0.286859968108642,1.5,-62.72050313671505
SAP,2026-06-18,put,145.0,0.3,0.0,0.0,0.3,0.007094521744643804,0.286859968108642,0.3,-61.35559592508731
SAP,2025-12-19,put,220.0,1.54,0.0,0.0,1.54,0.11983041873541395,0.286859968108642,1.54,-54.81058514643582
SAN,2025-12-19,call,6.0,4.15,0.0,0.0,4.15,4.430690298097536,0.29613682060777824,0.17999973297119176,5.281452080831855
SAN,2026-03-20,call,8.0,2.25,0.0,0.0,2.25,3.7397782417299372,0.29613682060777824,0.2799997329711914,4.20384098815796
SAN,2025-12-19,call,7.0,3.2,0.0,0.0,3.2,3.4264542701807246,0.29613682060777824,0.22999973297119158,3.834247043230185
SAN,2025-10-17,call,9.0,1.48,0.0,0.0,1.48,2.3003699814353595,0.29613682060777824,0.5099997329711914,-13.294975735150775
SAN,2025-10-17,call,8.0,2.09,0.0,0.0,2.09,2.4213813187128457,0.29613682060777824,0.11999973297119126,-7.7344965006894775
SAN,2026-03-20,call,9.0,1.44,0.0,0.0,1.44,2.697257562084376,0.29613682060777824,0.46999973297119135,2.692794703864663
SAN,2025-12-19,call,8.0,2.2,0.0,0.0,2.2,2.5876489449744557,0.29613682060777824,0.22999973297119158,2.8875357847126812
SAN,2028-01-21,call,17.0,0.01,0.0,0.0,0.01,2.16602799351418,0.29613682060777824,0.01,0.024113224089649922
SAN,2026-03-20,call,10.0,0.85,0.0,0.0,0.85,2.096463650027112,0.29613682060777824,0.85,1.7390562630414026
SAN,2026-03-20,call,11.0,0.47,0.0,0.0,0.47,1.7164880085075014,0.29613682060777824,0.47,1.0838942345258447
SAN,2025-12-19,call,9.0,1.2,0.0,0.0,1.2,1.8381122676752097,0.29613682060777824,0.22999973297119136,2.147160015604757
SAN,2025-10-17,call,13.0,0.05,0.0,0.0,0.05,1.3427740944395212,0.29613682060777824,0.05,-3.9332089331929154
SAN,2026-03-20,call,12.0,0.21,0.0,0.0,0.21,1.4026599494023695,0.29613682060777824,0.21,0.5723481489888989
SAN,2026-03-20,call,13.0,0.15,0.0,0.0,0.15,1.3431836155201267,0.29613682060777824,0.15,0.40817878610719915
SAN,2025-12-19,call,10.0,0.53,0.0,0.0,0.53,1.3485733644459916,0.29613682060777824,0.53,1.3305599046963632
SAN,2025-12-19,call,13.0,0.2,0.0,0.0,0.2,1.261011327562727,0.29613682060777824,0.2,0.19825438512968874
SAN,2025-10-17,call,12.0,0.05,0.0,0.0,0.05,1.0806731522727755,0.29613682060777824,0.05,-3.200433453958497
SAN,2025-10-17,put,8.0,0.05,0.0,0.0,0.05,0.859655820887834,0.29613682060777824,0.05,-6.311275054703953
SAN,2025-12-19,call,12.0,0.15,0.0,0.0,0.15,1.0868111256054416,0.29613682060777824,0.15,0.34368240174190956
SAN,2025-11-21,call,10.0,0.42,0.0,0.0,0.42,1.1237021837651582,0.29613682060777824,0.42,1.1101875162812318
SHEL,2025-10-10,put,79.0,5.45,0.0,0.0,5.45,1.386632487145178,0.21967095260955005,1.3600036621093752,-501.04292143109564
SHEL,2025-10-10,put,67.0,0.41,0.0,1.45,0.41,1.7133851589591278,0.21967095260955005,0.41,-277.35084706321754
SHEL,2025-10-10,put,70.0,0.25,0.0,0.0,0.25,0.9867378155157567,0.21967095260955005,0.25,-182.29280981890463
SHEL,2025-10-10,put,74.0,0.3,0.0,0.0,0.3,0.23421988211916012,0.21967095260955005,0.3,-189.60420252193052
SHEL,2025-10-10,put,73.0,0.22,0.0,0.0,0.22,0.41077044376147914,0.21967095260955005,0.22,-155.14508221647708
SHEL,2026-06-18,call,75.0,5.0,0.0,0.0,5.0,5.580113376101256,0.21967095260955005,5.0,18.10298910748516
SHEL,2025-10-24,put,64.0,0.1,0.0,0.0,0.1,0.024099327686006672,0.21967095260955005,0.1,-106.79643646022735
SHEL,2027-01-15,call,105.0,0.45,0.0,0.0,0.45,3.8397315229902125,0.21967095260955005,0.45,1.6230634291027288
SHEL,2026-09-18,call,85.0,1.5,0.0,0.0,1.5,3.889232984311364,0.21967095260955005,1.5,5.296144739887406
SHEL,2025-10-10,put,65.0,0.05,0.0,0.0,0.05,1.308774047237724,0.21967095260955005,0.05,-62.05002314529088
SHEL,2025-10-10,put,68.0,0.06,0.0,0.0,0.06,0.952903916228041,0.21967095260955005,0.06,-68.7749812221447
SHEL,2026-12-18,call,105.0,0.5,0.0,0.0,0.5,3.474413983167306,0.21967095260955005,0.5,1.7824032015002327
SHEL,2026-12-18,call,100.0,0.5,0.0,0.0,0.5,3.461445579679787,0.21967095260955005,0.5,1.7852227371917313
SHEL,2026-09-18,call,90.0,1.28,0.0,0.0,1.28,3.5363597369887083,0.21967095260955005,1.28,4.486544664116548
SHEL,2026-06-18,call,77.5,3.4,0.0,0.0,3.4,3.707974587995932,0.21967095260955005,3.4,11.560052340383782
SHEL,2025-10-10,put,72.0,0.07,0.0,0.0,0.07,0.4216577328664363,0.21967095260955005,0.07,-74.73650990543362
SHEL,2025-10-10,call,73.0,2.03,0.0,0.0,2.03,0.9058036834207737,0.21967095260955005,0.1199963378906248,-61.12717983183387
SHEL,2025-10-10,put,71.0,0.06,0.0,0.0,0.06,0.5474110284693464,0.21967095260955005,0.06,-66.7547892138172
SHEL,2026-06-18,call,80.0,2.56,0.0,0.0,2.56,3.185597313232802,0.21967095260955005,2.56,8.768856336671885
SHEL,2025-10-10,call,75.0,0.59,0.0,0.0,0.59,0.6180771822211781,0.21967095260955005,0.59,-61.34160717662289
NVS,2025-10-17,put,160.0,53.39,0.0,0.0,53.39,3.8504899357030697,0.2103576845205083,24.940003051757813,-840.6006205376985
NVS,2025-10-17,put,155.0,48.44,41.5,44.7,43.1,2.9386274751056622,0.2103576845205083,19.650003051757814,-695.8256172829176
NVS,2025-10-17,put,150.0,43.44,36.9,40.5,38.7,2.8541372584370954,0.2103576845205083,20.250003051757815,-681.7651193466072
NVS,2025-10-17,put,145.0,38.53,31.5,35.5,33.5,2.6425155520122785,0.2103576845205083,20.050003051757812,-646.4372601356597
NVS,2025-10-17,put,75.0,1.0,0.0,1.5,1.0,2.2738838618892254,0.2103576845205083,1.0,-117.04387017672083
NVS,2025-10-17,call,105.0,26.85,0.0,0.0,26.85,2.427080285298091,0.2103576845205083,0.2999969482421889,-57.98671453019955
NVS,2025-10-17,call,115.0,18.1,0.0,0.0,18.1,1.9524801610503655,0.2103576845205083,1.549996948242189,-59.39316708062995
NVS,2025-10-17,put,65.0,0.15,0.05,0.25,0.15,2.009740399339691,0.2103576845205083,0.15,-27.98492437103892
NVS,2027-01-15,call,170.0,2.0,0.5,2.95,1.725,3.125078289431009,0.2103576845205083,1.725,4.830821303666475
NVS,2027-01-15,call,180.0,1.2,0.0,0.0,1.2,2.6874276032869138,0.2103576845205083,1.2,3.384595788400593
NVS,2025-10-17,put,55.0,0.05,0.0,0.0,0.05,2.164364055682257,0.2103576845205083,0.05,-11.43484543903978
NVS,2027-01-15,call,190.0,0.85,0.0,0.0,0.85,2.421258412097256,0.2103576845205083,0.85,2.4450257449696635
NVS,2027-01-15,call,185.0,0.7,0.0,0.0,0.7,2.289739476539318,0.2103576845205083,0.7,2.0544291729615796
NVS,2026-01-16,call,80.0,53.0,0.0,0.0,53.0,6.979965152473938,0.2103576845205083,1.4499969482421875,133.3271523947827
NVS,2025-10-17,put,80.0,0.1,0.0,2.1,0.1,1.3333390535876157,0.2103576845205083,0.1,-20.558385996092007
NVS,2026-04-17,call,120.0,15.83,0.0,0.0,15.83,3.4033172092261603,0.2103576845205083,4.279996948242188,39.265434401262205
NVS,2025-10-17,call,120.0,12.1,0.0,0.0,12.1,1.4629283869457406,0.2103576845205083,0.5499969482421871,-16.563764002001903
NVS,2025-10-17,put,85.0,0.1,0.0,0.0,0.1,1.1653712238002796,0.2103576845205083,0.1,-20.74784090149825
NVS,2025-10-17,put,70.0,0.04,0.0,2.15,0.04,1.5176121404741405,0.2103576845205083,0.04,-9.648082706637267
NVS,2025-10-17,put,120.0,0.11,0.0,0.0,0.11,0.1329156991081349,0.2103576845205083,0.11,-45.189387269936624
